#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Religion names, descriptions, titles, gods etc.;;;;;;;;;x
#;;;;;;;;;x
# Misc;;;;;;;;;x
#;;;;;;;;;x
east_african_pagan_reformed_DESC;The reformed Droemnät faith has creating a Shamanic order, and set of books detailing the exploits of all the gods.;;;;;;;;;;;x
d_east_african_pagan_reformed;The East African Church;;;;;;;;;;;x
job_spiritual_east_african_pagan_reformed;Shaman;;;;;;;;;;;x
cybelian_pagan;Cybelian;;;;;;;;;;x
cybelian_pagan_DESC;The Cybelian Mysteries were one of the last surviving of the Hellenic Mystery Cults, only being driven from Rome in the beginning of the 5th Century. Cybelian power continued in Africa for many more years.;;;;;;;;;;;x
GOD_CYBELE;Cybele;;;;;;;;;;;x
GOD_MATAR_KUBILEYA;Matar Kubileya;;;;;;;;;;;x
GOD_ATTIS;Attis;;;;;;;;;;;x
GOD_HADES;Hades;;;;;;;;;;;x
SYBILINE_BOOKS;Sybiline Books;;;;;;;;;;;x
GALLAI;Gallai;;;;;;;;;;;x
d_cybelian_pagan;The Cybelian Mysteries;;;;;;;;;;;x
d_cybelian_pagan_adj;;;;;;;;;;;;x
ARCHIGALLUS;Archigallus;;;;;;;;;;;x
mastimani;Mastimani;;;;;;;;;;;x
mastimani_DESC;Though similar to Hellenism with the worship of Jupiter (known as Mastiman) and Saturn, it differs mostly in the regards of sacrifice and the view of the gods. The practicioners of Mastimani sacrificed children to Saturn and Mastiman, along with an assortment of other human sacrifices. This was in order to appease the gods, who were feared by the devoted.;;;;;;;;;;;x
neoplatonist;Neoplatonist;;;;;;;;;;x
neoplatonist_desc;Philosophical system mixing Platonic ideas and oriental mysticism. It holds that all existence consists of emanations from the One with whom the soul may be reunited.;;;;;;;;;;x
d_platonic_academy;The Platonic Academy;;;;;;;;;;x
thracian_pagan;Thracian;;;;;;;;;;;x
thracian_pagan_DESC;Thracian Paganism is an old faith, distinct from Hellenism and Eastern Faiths. Containing a diverse pantheon of gods, the most important was the God Hero, who was the only universal Thracian diety. Thracian faith remained strong in Thrace until the arrival of the cult of Dionysus.;;;;;;;;;;;x
thracian_pagan_desc;As far as their religion is concerned, part of the Thracians practiced the so-called Thracian Orphism - a teaching related to the cult of Orpheus and followed by the aristocracy, organized in mysterious male societies. In the roots of Thracian Orphism stood the idea of self-perfection and the system functioned on two levels: aristocratic (doctrinal) and popular (social). The aristocratic level concerned those initiated into the secret knowledge of the teaching, while the popular level was connected with people familiar with the teaching but not initiated in it. Thracian Orphism combined the cult of the Earth and the cult of the Sun, personified by Orpheus and Zalmoxis. According to the cosmological model of Thracian Orphism, the world is structured in a seven or ten-stage cycle.;;;;;;;;;;;x
georgian_pagan;Armazi;;;;;;;;;;;x
georgian_pagan_DESC;Georgian paganism is an obscure and diverse religion, centered on a variety of gods, and the heros they champion. Major gods include Armazi, Dali, Adgilis Deda, and Tamari.;;;;;;;;;;;x
orphic_pagan;Orphic;;;;;;;;;;;x
orphic_pagan_DESC;The Orphic faith was orginally a reform movement in the Dionysus cult, removing many of the wild and profane acts that characterized the cult. The Orphic faith will remain strong in Southern Thrace until the advent of the Dark Ages.;;;;;;;;;;;x
isiac_pagan;Isiac;;;;;;;;;;;x
isiac_pagan_DESC;The Isiac faith is the worship of Isis instituted by Emperor Caligula in the later Roman Empire. The Isis cult and its simple rites took hold in the ancient world and the religion of Isis spread throughout the Roman Empire during the formative centuries of Christianity. Wall paintings and objects reveal her pervasive presence at Pompeii, preserved by the eruption of Vesuvius in 79 CE. In Rome, temples were built and obelisks erected in her honour. In Greece, the cult of Isis was introduced to traditional centres of worship in Delos, Delphi, Eleusis and Athens, as well as in northern Greece. Harbours of Isis were to be found on the Arabian Sea and the Black Sea. Inscriptions show followers in Gaul, Spain, Pannonia, Germany, Arabia, Asia Minor, Portugal and many shrines even in Britain.;;;;;;;;;;;x
priscillianism_DESC;The foundation of the doctrines of the Priscillianists was Gnostic-Manichaean dualism, a belief in the existence of two kingdoms, one of Light and one of Darkness. Angels and the souls of men were said to be severed from the substance of the Deity. Human souls were intended to conquer the Kingdom of Darkness, but fell and were imprisoned in material bodies. Thus both kingdoms were represented in man, and hence a conflict symbolized on the side of Light by the Twelve Patriarchs, heavenly spirits, who corresponded to certain of man's powers, and on the side of Darkness by the Signs of the Zodiac, the symbols of matter and the lower kingdom. The salvation of man consists in liberation from the domination of matter. The twelve heavenly spirits having failed to accomplish their release, the Saviour came in a heavenly body which appeared to be like that of other men, and through His doctrine and His apparent death released the souls of the men from the influence of earthly matter.;;;;;;;;;;;x
priscillianism;Priscillianism;;;;;;;;;;;x
gnostic;Gnostic;;;;;;;;;;;x
gnostic_DESC;Gnosticism refers to a diverse, syncretistic religious movement consisting of various belief systems generally united in the teaching that humans are divine souls trapped in a material world created by an imperfect god, the demiurge, who is frequently identified with the Abrahamic God. Gnosticism is a rejection (sometimes from an ascetic perspective) and vilification of the human body and of the material world or cosmos. Gnosticism teaches duality in Material (Matter) versus Spiritual or Body (evil) versus Soul (good). Gnosticism teaches that the natural or material world will and should be destroyed (total annihilation) by the true spiritual God in order to free mankind from the reign of the false God or Demiurge.;;;;;;;;;;;x
sanamahi;Sanamahi;;;;;;;;;;;x
sanamahi_DESC;Sanamahism is the worship of Sanamahi as the eternal force responsible for all living things. This collection of this faith's beliefs is the Puya, written in Manipuri.;;;;;;;;;;;x
GOD_SANAMAHI;Sanamahi;;;;;;;;;;;x
GOD_EMA_PHOUOIBI;Ema Phouoibi;;;;;;;;;;;x
GOD_APOKPA;Apokpa;;;;;;;;;;;x
GOD_LAININGTHOU_SANAMAHI;Lainingthou Sanamahi;;;;;;;;;;;x
GOD_SHIDABA_MAPU;Shidaba Mapu;;;;;;;;;;;x
GOD_THE_EBUDHOU;Ebudhou;;;;;;;;;;;x
#;;;;;;;;;x
# kemetic_pagan;;;;;;;;;x
#;;;;;;;;;x
kemetic_pagan;Kemetic ;;;;;;;;;;;;;x
kemetic_pagan_DESC;Kemetism is the complex system of polytheistic beliefs and rituals which were an integral part of ancient Egyptian society. It centered on the Egyptians' interaction with many deities who were believed to be present in, and in control of, the forces and elements of nature. The practices of Egyptian religion were efforts to provide for the gods and gain their favor. Formal religious practice centered on the pharaoh, the king of Egypt. Although a human, the Pharaoh was believed to be descended from the gods. He acted as the intermediary between his people and the gods, and was obligated to sustain the gods through rituals and offerings so that they could maintain order in the universe. The state dedicated enormous resources to Egyptian rituals and to the construction of the temples.;;;;;;;;;;;;;x
emperor_kemetic_pagan;Aai-Pharaoh;Aai-Pharaoh;Aai-Pharaoh;;Aai-Pharaoh;;;;;;;;;x;;
king_kemetic_pagan;Pharaoh;Pharaoh;Pharaoh;;Pharaoh;;;;;;;;;x;;
duke_kemetic_pagan;Nomarch;Nomarch;Nomarch;;Nomarch;;;;;;;;;x;;
count_kemetic_pagan;Irypat;Irypat;Irypat;;Irypat;;;;;;;;;x;;
baron_kemetic_pagan;Baron;Baron;Baron;;Barón;;;;;;;;;x
emperor_female_kemetic_pagan;Aai-Pharaoh;Aai-Pharaoh;Aai-Pharaoh;;Aai-Pharaoh;;;;;;;;;x;;
king_female_kemetic_pagan;Pharaoh;Pharaoh;Pharaoh;;Pharaoh;;;;;;;;;x;;
duke_female_kemetic_pagan;Nomarch;Nomarch;Nomarch;;Nomarch;;;;;;;;;x;;
count_female_kemetic_pagan;Irypat;Irypat;Irypat;;Irypat;;;;;;;;;x;;
baron_female_kemetic_pagan;Baroness;Baronne;Baroness;;Baronesa;;;;;;;;;x
baron_title_ruler_consort_female_kemetic_pagan;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
count_title_ruler_consort_female_kemetic_pagan;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
duke_title_ruler_consort_female_kemetic_pagan;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
king_title_ruler_consort_female_kemetic_pagan;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
emperor_title_ruler_consort_female_kemetic_pagan;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
#;;;;;;;;;x
# mithraic_pagan;;;;;;;;;x
#;;;;;;;;;x
mithraic_pagan;Mithraic;;;;;;;;;;;x
mithraic_pagan;Mithraic Mysteries;;;;;;;;;;;x
mithraic_pagan_DESC;The Mithraic Mysteries were a mystery religion practiced in the Roman Empire from about the 1st to 4th centuries AD. The name of the Persian god Mithra, adapted into Greek as Mithras, was linked to a new and distinctive imagery. Writers of the Roman Empire period referred to this mystery religion by phrases which can be anglicized as Mysteries of Mithras or Mysteries of the Persians. The mysteries were popular in the Roman military. Worshippers of Mithras had a complex system of seven grades of initiation, with ritual meals. Initiates called themselves syndexioi, those "united by the handshake". They met in underground temples, which survive in large numbers. The cult appears to have had its centre in Rome.;;;;;;;;;;;x
SUN_WAR;Sun War;;;;;;;;;;;x
temple_baron_mithraic_pagan;Corax;;;;;;;;;;;x
temple_barony_mithraic_pagan;Mithrae;;;;;;;;;;;;;;;;;;x
temple_count_mithraic_pagan;Nymphus;;;;;;;;;;;x
temple_duke_mithraic_pagan;Leo;;;;;;;;;;;x
temple_king_mithraic_pagan;Heliodromus;;;;;;;;;;;x
temple_emperor_mithraic_pagan;Pater;;;;;;;;;;x
temple_county_of_mithraic_pagan;Theocratia of;;;;;;;;;;;x
temple_duchy_of_mithraic_pagan;Lion Cult of;;;;;;;;;;;x
temple_kingdom_of_mithraic_pagan;Sunship of;;;;;;;;;;;x
temple_empire_of_mithraic_pagan;Divine Kingdom,;;;;;;;;;;;x
#;;;;;;;;;x
# semitic_pagan;;;;;;;;;x
#;;;;;;;;;x
semitic_pagan;Semitic;;;;;;;;;;;;x
semitic_pagan_DESC;Semitic Paganism is a diverse belief carried by the nomads of the Arabian desert. Semitic paganism is centered of the worship of natural events such as fire or rain. Many of the Semetic dieites are heavily influenced by the Mesopotamian Religions.;;;;;;;;;;;;;;;;x
GOD_SUWA;Suwâ;;;;;;;;;;;x
GOD_YAGUTH;Yagûth;;;;;;;;;;;x
GOD_YAUQ;Ya`ûq;;;;;;;;;;;x
GOD_WADD;Wadd;;;;;;;;;;;x
GOD_NASR;Nasr;;;;;;;;;;;x
GOD_MANAF;Manaf;;;;;;;;;;;x
GOD_AMM;Amm;;;;;;;;;;;x
GOD_TALAB;Ta'lab;;;;;;;;;;;x
GOD_DHULHALASA;Dhu'l-halasa;;;;;;;;;;;x
GOD_AlQUAM;Al'Quam;;;;;;;;;;;x
GOD_DUSHARA;Dushara;;;;;;;;;;;x
IFRIT;An Ifrit;;;;;;;;;;;x
GOD_SHIQQ;Shiqq;;;;;;;;;;;x
MONSTER_BAHAMUT;Bahamut;;;;;;;;;;;x
temple_baron_semitic_pagan;Shaman;;;;;;;;;;;x
job_spiritual_semitic_pagan;Shaman;;;;;;;;;;;x
semitic_pagan_reformed;Semitic;;;;;;;;;;;x
semitic_pagan_reformed_DESC;The reformed Semitic faith has a written collection of the proper rituals for nature, and a guide live in harmony with the gods. Defining features in-game:\nÂ§Y*Â§! Can raid neighbors for loot\nÂ§Y* Head of religion who can call Great Holy Wars\nÂ§Y*Â§! Can declare Holy Wars against Infidels\nÂ§Y*Â§! Rulers can change succession laws.\nÂ§Y*Â§! Defenseive bonuses in Semitic lands.\nÂ§Y*Â§! Can demand conversion and convert provinces.\nÂ§Y*Â§! You can declare invasions against infidels.\nÂ§Y*Â§! The Semetic Pagan faith is Reformed;;;;;;;;;;;x
semitic_pagan_reformed_DESC;The reformed Semitic faith has a written collection of the proper rituals for nature, and a guide live in harmony with the gods. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y* Head of religion who can call Great Holy Wars\n§Y*§! Can declare Holy Wars against Infidels\n§Y*§! Rulers can change succession laws.\n§Y*§! Defenseive bonuses in Semetic lands.\n§Y*§! Can demand conversion and convert provinces.\n§Y*§! You can declare invasions against infidels.\n§Y*§! The Semetic Pagan faith is Reformed;;;;;;;;;;;x
d_semitic_pagan_reformed;The Semitic Church;;;;;;;;;;;x
d_semitic_pagan_reformed;The Semitic Templeship;;;;;;;;;
d_semitic_pagan_reformed;The Semitic Templeshipp;;;;;;;;;;;x
d_semitic_pagan_reformed;The Semitic Church;;;;;;;;;;;x
d_semitic_pagan_reformed_adj;Semitic;;;;;;;;;;;x
temple_baron_semitic_pagan_reformed;Shaman;;;;;;;;;;;x
job_spiritual_semitic_pagan_reformed;Shaman;;;;;;;;;;;x
semitic_pagan_heresy;Hubalism;;;;;;;;;;;x
semitic_pagan_heresy_DESC;Hubalism is a fringe monotheistic sect originating from Monophysite influences in Mecca. Anti-Clerical, this religion also is welcoming of women into its ranks and has very strict marriage laws.;;;;;;;;;;;x
#;;;;;;;;;x
# dravidian_pagan;;;;;;;;;x
#;;;;;;;;;x
dravidian_pagan;Dravidian;;;;;;;;;;;x
dravidian_pagan_DESC;The traditional beliefs of the Dravidians is isolated, yet in some was similar to the Vedic trraditions to the north.;;;;;;;;;;;x
GOD_KATAVULKAL;Katavulkal;;;;;;;;;;;x
GOD_KRIET_AVI;Kriet Avi;;;;;;;;;;;x
GOD_NAKA_KATAVUL;Naka Katavul;;;;;;;;;;;x
CATTANKAL;Cattankal;;;;;;;;;;;x
ACARIYAN;Acariyan;;;;;;;;;;;x
temple_baron_dravidian_pagan;Acariyan;;;;;;;;;;;x
job_spiritual_dravidian_pagan;Purokitan;;;;;;;;;;;x
dravidian_pagan_reformed;Palaiyavalipatu;;;;;;;;;;;x
dravidian_pagan_reformed_DESC;The reformed Dravidian faith contains a uniform religious text, which details the various gods and their exploits.;;;;;;;;;;;x
d_dravidian_pagan_reformed;Dravidian Church;;;;;;;;;;;x
d_dravidian_pagan_reformed_adj;Dravidian;;;;;;;;;;;x
TIRKKATARICI;Tirkkatarici;;;;;;;;;;;x
temple_baron_dravidian_pagan_reformed;Acariyan;;;;;;;;;;;x
job_spiritual_dravidian_pagan_reformed;Purokitan;;;;;;;;;;;x
#;;;;;;;;;x
# central_african_pagan;;;;;;;;;x
#;;;;;;;;;x
central_african_pagan;Central African;;;;;;;;;;;x
central_african_pagan_DESC;Central African paganism describes the divere and complicated religion practiced by the various tribal groups in North Africa. Placing high worshipp in the Sun and Moon, the believers have also been influenced by many other cultures, incorporating Roman, Greek, Egyptian, and Carthaginian gods into their pantheon.;;;;;;;;;;;x
GOD_AMANAI;Amanai;;;;;;;;;;;x
GOD_YUA;Yua;;;;;;;;;;;x
GOD_TFUST;Tfust;;;;;;;;;;;x
GOD_ISIS;Isis;;;;;;;;;;;x
GOD_OSIRIS;Osiris;;;;;;;;;;;x
GOD_SET;Set;;;;;;;;;;;x
GOD_NEITH;Neith;;;;;;;;;;;x
GOD_BAAL;Baal;;;;;;;;;;;x
GOD_TANIT;Tanit;;;;;;;;;;;x
GOD_IFRIS;Ifris;;;;;;;;;;;x
GOD_TINJIS;Tinjis;;;;;;;;;;;x
GOD_POSEIDON;Poseidon;;;;;;;;;;;x
d_central_african_pagan_reformed;Central African Church;;;;;;;;;;;x
d_central_african_pagan_reformed_adj;Central African;;;;;;;;;;;x
#;;;;;;;;;x
# celtic_pagan;;;;;;;;;x
#;;;;;;;;;x
celtic_pagan;Celtic;;;;;;;;;;;x
celtic_pagan_DESC;Celtic polytheism, commonly known as Celtic paganism, comprises the religious beliefs and practices adhered to by the Iron Age peoples of Western Europe now known as the Celts, roughly between 500 BCE and 500 CE, spanning the La Tène period and the Roman era, and in the case of the Insular Celts the British and Irish Iron Age. Celtic polytheism was one of a larger group of Iron Age polytheistic religions of the Indo-European family. It comprised a large degree of variation both geographically and chronologically, although "behind this variety, broad structural similarities can be detected" allowing there to be "a basic religious homogeneity" amongst the Celtic peoples.The Celtic pantheon consists of numerous recorded theonyms, both from Greco-Roman ethnography and from epigraphy. Among the most prominent ones are Teutatis, Taranis and Lugus. The most salient feature of Celtic religion as reflected in Roman historiography is their extensive practice of human sacrifice. According to Greek and Roman accounts, in Gaul, Britain and Ireland, there was a priestly caste of specialists known as the druids, although very little is definitely known about them.;;;;;;;;;;;x
temple_baron_celtic_pagan;Sagart;;;;;;;;;;;x
temple_count_celtic_pagan;Druid;;;;;;;;;;;x
temple_duke_celtic_pagan;Fàisniche;;;;;;;;;;;x
temple_king_celtic_pagan;Archdruid;;;;;;;;;;;x
temple_emperor_celtic_pagan;Draoidh;;;;;;;;;;;x
temple_barony_of_celtic_pagan;Còmhdach of;;;;;;;;;;;x
temple_county_of_celtic_pagan;Roi-stallair of;;;;;;;;;;;x
temple_duchy_of_celtic_pagan;Sorcerate of;;;;;;;;;;;x
temple_kingdom_of_celtic_pagan;Archdruidric of;;;;;;;;;;;x
temple_empire_of_celtic_pagan;The Holy Land of;;;;;;;;;;;x
city_baron_celtic_pagan;Small Ceann;;;;;;;;;;;x
city_barony_of_celtic_pagan;Cathair of;;;;;;;;;;;;;x
city_count_celtic_pagan;Grand Ceann;;;;;;;;;;;x
city_county_of_celtic_pagan;Grand Cathair of;;;;;;;;;;;x
city_duke_celtic_pagan;High Rianaire;;;;;;;;;;;x
city_duchy_of_celtic_pagan;High Rianaireship of;;;;;;;;;;;x
city_king_celtic_pagan;Mighty Ceann;;;;;;;;;;;x
city_kingdom_of_celtic_pagan;Mighty Baile mòr of;;;;;;;;;;;x
city_emperor_celtic_pagan;Ionmhas;;;;;;;;;;;x
baron_celtic_pagan;Ridire;;;;;;;;;;;x
barony_of_celtic_pagan;Ridirship of;;;;;;;;;;;x
count_celtic_pagan;Morair;;;;;;;;;;;x
county_of_celtic_pagan;Villageship of;;;;;;;;;;;x
duke_celtic_pagan;Triath;;;;;;;;;;;x
duchy_celtic_pagan;Tribe of;;;;;;;;;;;x
king_celtic_pagan;Ri;;;;;;;;;;x
kingdom_celtic_pagan;Tribeland of;;;;;;;;;;;x
emperor_celtic_pagan;Ard-rìgh;;;;;;;;;;;x
empire_of_celtic_pagan;Celtic Homeland of;;;;;;;;;;;x
job_chancellor_celtic_pagan;Seannsalair;;;;;;;;;;;x
job_spymaster_celtic_pagan;Brath;;;;;;;;;;;x
job_treasurer_celtic_pagan;Rianadair;;;;;;;;;x
job_marshal_celtic_pagan;Curaidh;;;;;;;;;;;x
job_spiritual_celtic_pagan;Court Druid;;;;;;;;;;;x
#;;;;;;;;;x
# celtic_pagan_reformed;;;;;;;;;x
#;;;;;;;;;x
celtic_pagan_reformed;Celtic;;;;;;;;;;;x
celtic_pagan_reformed_DESC;The reformed Celtic faith combined the multitude of gods from the British Isles to Southern Spain. A large set of Holy Books have all the required phrases for a druid to learn, and the proper ritual holidays. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y* Head of religion who can call Great Holy Wars\n§Y*§! Can declare Holy Wars against Infidels\n§Y*§! Rulers can change succession laws.\n§Y*§! Defenseive bonuses in Celtic lands.\n§Y*§! Can demand conversion and convert provinces.\n§Y*§! You can declare invasions against infidels.\n§Y*§! The Celtic Pagan faith is Reformed;;;;;;;;;;;x
d_celtic_pagan_reformed;The Celtic Church;;;;;;;;;;;x
d_celtic_pagan_reformed_adj;Celtic;;;;;;;;;;;x
DRUID;Druid;;;;;;;;;;;x
ARCHDRUID;Archdruid;;;;;;;;;;;x
ARCHDRUIDESS;Archdruidess;;;;;;;;;;;x
baron_celtic_pagan_reformed;Ridire;;;;;;;;;;;x
barony_of_celtic_pagan_reformed;Ridirship of;;;;;;;;;;;x
count_celtic_pagan_reformed;Morair;;;;;;;;;;;x
county_of_celtic_pagan_reformed;Villageship of;;;;;;;;;;;x
duke_celtic_pagan_reformed;Triath;;;;;;;;;;;x
duchy_celtic_pagan_reformed;Tribe of;;;;;;;;;;;x
king_celtic_pagan_reformed;Ri;;;;;;;;;;x
kingdom_celtic_pagan_reformed;Tribeland of;;;;;;;;;;;x
emperor_celtic_pagan_reformed;Ard-rìgh;;;;;;;;;;;x
empire_of_celtic_pagan_reformed;Celtic Homeland of;;;;;;;;;;;x
temple_baron_celtic_pagan_reformed;Sagart;;;;;;;;;;;x
temple_count_celtic_pagan_reformed;Druid;;;;;;;;;;;x
temple_duke_celtic_pagan_reformed;Fàisniche;;;;;;;;;;;x
temple_king_celtic_pagan_reformed;Archdruid;;;;;;;;;;;x
temple_emperor_celtic_pagan_reformed;Draoidh;;;;;;;;;;;x
temple_barony_of_celtic_pagan_reformed;Còmhdach of;;;;;;;;;;;x
temple_county_of_celtic_pagan_reformed;Roi-stallair of;;;;;;;;;;;x
temple_duchy_of_celtic_pagan_reformed;Sorcerate of;;;;;;;;;;;x
temple_kingdom_of_celtic_pagan_reformed;Archdruidric of;;;;;;;;;;;x
temple_empire_of_celtic_pagan_reformed;The Holy Land of;;;;;;;;;;;x
city_baron_celtic_pagan_reformed;Small Ceann;;;;;;;;;;;x
city_barony_of_celtic_pagan_reformed;Cathair of;;;;;;;;;;;;;x
city_count_celtic_pagan_reformed;Grand Ceann;;;;;;;;;;;x
city_county_of_celtic_pagan_reformed;Grand Cathair of;;;;;;;;;;;x
city_duke_celtic_pagan_reformed;High Rianaire;;;;;;;;;;;x
city_duchy_of_celtic_pagan_reformed;High Rianaireship of;;;;;;;;;;;x
city_king_celtic_pagan_reformed;Mighty Ceann;;;;;;;;;;;x
city_kingdom_of_celtic_pagan_reformed;Mighty Baile mòr of;;;;;;;;;;;x
city_emperor_celtic_pagan_reformed;Ionmhas;;;;;;;;;;;x
#;;;;;;;;;x
# hellenic_pagan;;;;;;;;;x
#;;;;;;;;;x
temple_baron_hellenic_pagan;Priest;;;;;;;;;;;x
temple_baron_hellenic_pagan_female;Vestal Virgin;;;;;;;;;;;x
temple_count_hellenic_pagan;Augur;;;;;;;;;;;x
temple_duke_hellenic_pagan;Pontifex;;;;;;;;;;;x
temple_king_hellenic_pagan;High Augur;;;;;;;;;;;x
temple_emperor_hellenic_pagan;Blessed;;;;;;;;;;;x
temple_county_of_hellenic_pagan;Theocratia of;;;;;;;;;;;x
temple_duchy_of_hellenic_pagan;Ponteficy of;;;;;;;;;;;x
temple_kingdom_of_hellenic_pagan;Augurship of;;;;;;;;;;;x
temple_empire_of_hellenic_pagan;Sanctum;;;;;;;;;;;x
city_baron_hellenic_pagan;Urbanus;;;;;;;;;;;x
city_barony_of_hellenic_pagan;Urbem of;;;;;;;;;;;;;x
city_count_hellenic_pagan;Procurator;;;;;;;;;;;x
city_county_of_hellenic_pagan;Polis of;;;;;;;;;;;x
city_duke_hellenic_pagan;Negatiatori;;;;;;;;;;;x
city_duchy_of_hellenic_pagan;Epistylium of;;;;;;;;;;;x
city_king_hellenic_pagan;Avarus;;;;;;;;;;;x
city_kingdom_of_hellenic_pagan;Populem of;;;;;;;;;;;x
city_emperor_hellenic_pagan;The Glorious;;;;;;;;;;;x
#;;;;;;;;;x
# scythian_pagan;;;;;;;;;x
#;;;;;;;;;x
scythian_pagan;Tabitian;;;;;;;;;;;x
scythian_pagan_DESC;The ancient pracitces of the ancient Iranian steppe peoples has been presereved by enemies, but is has been shown that this ancient religion places high values on the horse and stag, and practices sacrifice.;;;;;;;;;;;x
scythian_pagan_DESC;Agini refers to the mythology, ritual practices and beliefs of the Scythians, an ancient Iranian people who dominated Central Asia and the Pontic-Caspian steppe in Eastern Europe throughout Classical Antiquity. What little is known of the religion is drawn from the work of the 5th century Greek historian and ethnographer Herodotus. Scythian religion is assumed to have been related to the earlier Proto-Indo-Iranian religion, and to have influenced later Slavic, Hungarian and Turkic mythologies, as well as some contemporary Eastern Iranian and Ossetian traditions.;;;;;;;;;;;x
GOD_AGIN;Agin;;;;;;;;;;;x
GOD_TABITI;Tabiti;;;;;;;;;;;x
GOD_PAPAIOS;Papaios;;;;;;;;;;;x
GOD_API;Api;;;;;;;;;;;x
GOD_OITOSYROS;Oitosyros;;;;;;;;;;;x
GOD_ARGIMPASA;Argimpasa;;;;;;;;;;;x
GOD_THAGIMASIDAS;Thagimasidas;;;;;;;;;;;x
ENAREI;Enarei;;;;;;;;;;;x
temple_baron_scythian_pagan;Enarei;;;;;;;;;;;x
job_spiritual_scythian_pagan;Grand Enarei;;;;;;;;;;;x
scythian_pagan_reformed;Tabitian;;;;;;;;;;;x
scythian_pagan_reformed_DESC;The reformed Iranian paganism contains a holy book of scriptures, guides to rituals, and codified dieties.;;;;;;;;;;;x
d_scythian_pagan_reformed;The Tabitian Church;;;;;;;;;;;x
d_scythian_pagan_reformed_DESC;Tabitian;;;;;;;;;;;x
#;;;;;;;;;x
# Misc zoroastrian;;;;;;;;;x
#;;;;;;;;;x
zurvanist;Zurvanist;;;;;;;;;;;x
zurvanist_DESC;This sect of Zoroastrianism holds the diety Zurvan as the ultimate creator god.;;;;;;;;;;;x
khurramite;Khurramite;;;;;;;;;;;x
khurramite_DESC;The sect was founded by the Persian cleric Sunpadh and was a revitalization of an earlier sect that had mixed Shi‘a Islam and Zoroastrianism; however, its true claim to fame was its adoption by Babak Khorramdin as a basis for rebelling against the Abbasid Caliphate.;;;;;;;;;;;x
hepthal_religion;Hepthalism;;;;;;;;;;;x
hepthal_religion_DESC;Hepthalism is syncretic religious sect based on a fusion of Zoroastrian and Hindu traditions with native beliefs.;;;;;;;;;;;x
#;;;;;;;;;x
# Misc;;;;;;;;;x
#;;;;;;;;;x
bosporan_group;Bosporan Group;;;;;;;;;;x
bosporan_faith;Hypsistarian;;;;;;;;;;;x
GOD_THE_HERO;The Hero God;;;;;;;;;;;x
GOD_THE_THREE_MOTHERS;The THree Mothers;;;;;;;;;;;x
GOD_BOSPORAN;The Most High God;;;;;;;;;;x;;;;;;;;;;;x
GOD_HYPSISTOS;The Hypsistos;;;;;;;;;;;x
bosporan_faith_DESC;After the fall of the Bosporan Kingdom, the influx of Thracian and Jewish traditons led to the creation of a Cult of the Most High God, a monotheistic religion unrelated to the Abrahamic faiths.;;;;;;;;;;;x
ajivika;Ajivika;;;;;;;;;;;x
ajivika_DESC;Meaning "living" in Sanskrit, Ajivika is an ancient ascetic heterodox Hindu school. It was founded by Makkhali Gosala, and is deeprly entrenched in Metaphysics.;;;;;;;;;;;x
GOD_VISHNU;Visnu;;;;;;;;;;;x
GOD_OKKAL;Okkal;;;;;;;;;;;x
GOD_OKALI;Okali;;;;;;;;;;;x
THE_SEVEN_SCRIPTS;The Seven Scripts;;;;;;;;;;;x
carvaka;Carvaka;;;;;;;;;;;x
carvaka_DESC;Predating Jainism or Buddhism, the Carvaka school is most known for its rejection of inference as a means of establishing metaphysical truths. This school also denies the existince of souls, and the fifth element. They also denied an afterlife, and believed pleasure to be acceptable.;;;;;;;;;;;x
THE_BARHASPATYA_SUTRAS;The Barhaspatya Sutras;;;;;;;;;;;x
GOD_THE_SELF;The Believers;;;;;;;;;;;x
mimamsa;Mimamsa;;;;;;;;;;;x
mimamsa_DESC;Mimamsa is a herodox belief system which holds that disregards the Gods, and focues on the character of Dharma. Highly ritualistic, the Mimamsa is centered on incredibly powerful priests. This sect dominated India in the Gupta era, and led to the decline of Buddhism in India.;;;;;;;;;;;x
GOD_DHARMA;Dharma;;;;;;;;;;;x
THE_PURVA_MIMAMSA_SUTRAS;The Purva Mimasa Sutras;;;;;;;;;;;x
tantric;Tantrism;;;;;;;;;;;x
tantric_DESC;The Tantric school of meditiation and ritual was formed from Hindu, Buddhist, Jain, and Bon traditions. Identified by the belief the world is real, and an assortment of secret rituals. Later, many concepts and rituals of Tantrism will be adopted into the Vedic Religions.;;;;;;;;;;;x
GOD_SHAKTI;Shakti;;;;;;;;;;;x
GOD_PARA_BRAHMAN;ParaBrahman;;;;;;;;;;;x
bhakti;Bhakti;;;;;;;;;;;x
bhakti_DESC;The Bhaki movement taught that salvation was accessable to everyone, and denied caste systems and Brahmanic rituals.;;;;;;;;;;;x
