#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
####### Titles (excluding County/Barony Titles);;;;;;;;;;;x
d_celtica_adj;Celtic;Celtique;;;Céltico;;;;;;;x
d_gallia;Gallia;Gaule;;;Galia;;;;;;;x
d_gallia_adj;Gallic;Gaulois;;;Galo;;;;;;;x
d_lugdunum;Lugdunum;Lugdunum;;;Lugdunum;;;;;;;x
d_lugdunum_adj;Lugdunian;Lyonnais;;;Lyones;;;;;;;x
k_septem_provincae;The Seven Provinces;Septem Provinciae;;;Las Siete Provincias;;;;;;;x
k_septem_provincae_adj;Provincial;;;;;;;;;;;x
d_novempopulana;Novempopulana;Novempopulanie;;;Novempopulania;;;;;;;x
d_novempopulana_adj;New People's;;;;Novempupulano;;;;;;;x
d_aquitanica;Aquitanica;Gaule aquitaine;;;Aquitánica;;;;;;;x
d_aquitanica_adj;Aquitanican;Aquitaine;;;Aquitano;;;;;;;x
d_limonum;Limonum;Limonum;;;Limonum;;;;;;;x
d_limonum_adj;Limonian;;;Limones;;;;;;;;x
d_narbonensis;Narbonensis;Gaule narbonnaise;;;Narbonensis;;;;;;;x
d_narbonensis_adj;Narboni;Narbonnais;;;Narbonés;;;;;;;x
d_alpes;Alps;Alpes;;;Alpes;;;;;;;x
d_alpes_adj;Alpish;Alpestre;;;Alpestre;;;;;;;x
k_belgica;Belgica;Gaule belge;;;Belgica;;;;;;;x
k_belgica_adj;Belgican;Belge;;;Belga;;;;;;;x
d_durocotorum;Durocotorum;Durocotorum;;;Durocotorum;;;;;;;x
d_durocotorum_adj;Dorocotorian;;;Durocortés;;;;;;;;x
d_germania_superior;Germania Superior;Germanie supérieure;;;Germania Superior;;;;;;;x
d_germania_superior_adj;German;Germain;;;Germano;;;;;;;x
d_verodunum;Verodunum;;;Verodunum;;;;;;;;x
d_verodunum_adj;Verodunian;;;Veroduno;;;;;;;;x
d_camaracum;Camaracum;;;amaracum;;;;;;;;x
d_camaracum_adj;Camarian;;;;Cambrio;;;;;;;x
k_germania_inferior;Germania Inferior;Germanie inférieure;;;Germania Inferior;;;;;;;x
k_germania_inferior_adj;German;Germain;;;Germano;;;;;;;x
d_germania_inferior;Germania Inferior;Germanie inférieure;;;Germania Inferior;;;;;;;x
d_germania_inferior_adj;German;Germain;;;Germano;;;;;;;x
k_vindelicia;Vindelicia;;;;;;;;;;;x
k_vindelicia_adj;Vindelician;;;;;;;;;;;x
d_vindelicia_secunda_adj;Second Vindelician;;;;Vindelicia Segunda;;;;;;;x
d_vindelicia_prima;Vindelicia Prima;;;;;;;;;;;x
d_vindelicia_prima_adj;First Vindelician;;;;;;;;;;;x
k_maxima_sequanorum;Maxima Sequanorum;Maxima Sequanorum;;;;;;;;;;x
k_maxima_sequanorum_adj;Sequanoran;Séquanais;;;;;;;;;;x
d_maxima_sequanorum;Sequii;Séquanes;;;;;;;;;;x
d_maxima_sequanorum_adj;Sequanoran;Séquanais;;;;;;;;;;x
e_germania;Germania;Germanie;;;Germania;;;;;;;x
e_germania_adj;German;Germain;;;Germania;;;;;;;x
k_germania_magna;Germania Magna;Germanie;;;Germania Magna;;;;;;;x
k_germania_magna_adj;Greater German;Germain;;;Germano;;;;;;;x
d_upper_saxony;Upper Saxony;;;Alta Sajonia;;;;;;;;x
d_upper_saxony_adj;Upper Saxon;;;;Sajón Alto;;;;;;;x
d_lower_saxony;Lower Saxony;;;Baja Sajonia;;;;;;;;x
d_lower_saxony_adj;Lower Saxon;;;Sajón Bajo;;;;;;;;x
d_ripuria;Ripuria;;;;Ripuaria;;;;;;;x
d_ripuria_adj;Ripurian;Ripuaire;;;Ripuario;;;;;;;x
d_salia;Salia;;;;;;;;;;;x
d_ripuria_adj;Salian;Salien;;;Salio;;;;;;;x
d_danube;Danube;Danube;;;Danubio;;;;;;;x
d_danube_adj;Danubiann;Danubien;;;Danubiano;;;;;;;x
d_elbe;Elbe;Elbe;;;Elba;;;;;;;x
d_elbe_adj;Elbian;Elbien;;;Elbano;;;;;;;x
k_germania_slavica;Germania Slavica;Germania Slavica;;;Germania Eslávica;;;;;;;x
k_germania_slavica_adj;Slavo-German;;;Eslavo-Alemán;;;;;;;;x
d_germania_slavica;Germania Slavica;Germania Slavica;;;;;;;;;;x
d_germania_slavica_adj;Slavo-German;;;;;;;;;;;x
d_werle;Werle;;;;;;;;;;;x
d_werle_adj;Werlian;;;;Werlense;;;;;;;x
d_danzig;Danzig;Dantzig;;;;Danzig;;;;;;x
d_danzig_adj;Danzian;;;;;;;;;;;x
d_poloniae;Poloniae;;;;;;;;;;;x
d_poloniae_adj;Polish;Polonais;;;Polaco;;;;;;;x
d_vistula;Vistula;Vistule;;;Vistula;;;;;;;x
d_vistula_adj;Vistulan;;;;Vistulana;;;;;;;x
k_cimrii;Cimrii;;;;;;;;;;;x
k_cimrii_adj;Cimrian;;;;Cimria;;;;;;;x
d_angloland;Angloland;;;;;;;;;;;x
d_angloland_adj;Anglolander;;;;;;;;;;;x
d_jutland;Jutland;Jutland;;;;;;;;;;x
d_jutland_adj;Jutlander;Jutlandais;;;Jutlandesa;;;;;;;x
d_daneland;Daneland;;;;;;;;;;;x
d_daneland_adj;Danelander;;;;Danelandesa;;;;;;;x
k_annonaria;Annonaria;;;;;;;;;;;x
k_annonaria_adj;Annonian;;;;Annonario;;;;;;;x
d_liguria;Liguria;Ligurie;;;;;;;;;;x
d_liguria_adj;Ligurian;Ligurie;;;Ligur;;;;;;;x
d_histria;Histria;Histria;;;;;;;;;;x
d_flaminia;Flaminia;;;;;;;;;;;x
d_flaminia_adj;Flaminian;;;;;;;;;;;x
k_italia;Italia;Italie;;;;;;;;;;x
k_italia_adj;Italian;Italien;;;;;;;;;;x
d_picenum_suburbicarium;Picenum Suburbicarium;Picénum;;;;;;;;;;x
d_picenum_suburbicarium_adj;Picenian;;;;Picénico;;;;;;;x
d_samnium;Samnium;Samnium;;;;;;;;;;x
d_samnium_adj;Samnian;Samnite;;;Samnita;;;;;;;x
d_lucania;Lucania;Lucanie;;;;;;;;;;x
d_lucania_adj;Lucanian;Lucanien;;;Lucana;;;;;;;x
k_raetia_noricum;Raetia-Noricum;;;;;;;;;;;x
k_raetia_noricum_adj;Raetia-Norican;;;Raeto-Nórica;;;;;;;;x
d_bodensee;Bodensee;Bodensee;;;;;;;;;;x
d_bodensee_adj;Bodensian;;;;;;;;;;;x
d_euregius;Euregius;;;;;;;;;;;x
d_euregius_adj;Euregian;;;;;;;;;;;x
d_noricum;Noricum;Norique;;;;;;;;;;x
d_noricum_adj;Norican;Norique;;;;;;;;;;x
k_frankreich;Frankreich;France;;;;;;;;;;x
k_frankreich_adj;Frank;Franc;;;;;;;;;;x
e_franks;Frankish Empire;Empire des Francs;;;;;;;;;;x
e_franks_adj;Frankish;Franc;;;;;;;;;;x
k_dalmatia;Dalmatia;Dalmatie;;;;;;;;;;x
k_dalmatia_adj;Dalmatian;Dalmate;;;;;;;;;;x
d_andatuonia;Andatuonia;;;;;;;;;;;x
d_andatuonia_adj;Andatuonian;;;;;;;;;;;x
d_salona;Salona;Salone;;;;;;;;;;;x
d_salona_adj;Salonan;;;;;;;;;;;x
d_epidaurum;Epidaurum;;;;;;;;;;;x
d_epidaurum_adj;Epidaurian;;;;;;;;;;;x
k_pannonia;Pannonia;Pannonie;;;;;;;;;;x
k_pannonia_adj;Pannonian;Pannonien;;;;;;;;;;x
d_pannonia_superior;Pannonia Superior;Pannonie supérieure;;;;;;;;;;x
d_pannonia_superior_adj;Superior Pannonian;Pannonien;;;;;;;;;;x
d_pannonia_inferior;Pannonia Inferior;Pannonie inférieure;;;;;;;;;;x
d_pannonia_inferior_adj;Inferior Pannonian;Pannonien;;;;;;;;;;x
k_moesia_superior;Moesia Superior;Moésie supérieure;;;;;;;;;;x
k_moesia_superior_adj;Superior Moesian;Mœsien;;;Moésio;;;;;;;x
d_moesia_superior;Moesia Superior;Moésie supérieure;;;;;;;;;;x
d_moesia_superior_adj;Superior Moesian;Mœsien;;;;;;;;;;x
d_sarmizegetusa_regia;Sarmuzegetusa Regia;Sarmizegetusa;;;;;;;;;;x
d_sarmizegetusa_regia_adj;Regian;;;;;;;;;;;x
d_apullum;Apullum;;;;;;;;;;;x
d_apullum_adj;Apullum;;;;;;;;;;;x
d_frisia;Frisia;Frise;;;;;;;;;;x
d_frisia_adj;Frisian;Frison;;;;;;;;;;x
d_napoca;Napoca;;;;;;;;;;;x
d_napoca_adj;Napocan;;;;;;;;;;;x
d_rosia;Rosia;;;;;;;;;;;x
d_rosia_adj;Rosian;;;;;;;;;;;x
k_dacia_carpetes;Dacia Carpetes;;;;;;;;;;;x
k_dacia_carpetes_adj;Dacio-Carpetian;;;;Dacio-Carpetano;;;;;;;x
d_nitra;Nitra;Nitra;;;;;;;;;;x
d_nitra_adj;Nitran;;;;;;;;;;;x
d_isbran;Isbran;;;;;;;;;;;x
d_isbran_adj;Isbranian;;;;;;;;;;;x
k_moesia_inferior;Moesia Inferior;Moésie inférieure;;;;;;;;;;x
k_moesia_inferior_adj;Inferior Moesian;Mœsien;;;;;;;;;;x
d_moesia_secunda;Moesia Secunda;Moésie inférieure;;;;;;;;;;x
d_moesia_secunda_adj;Second Moesian;Mœsien;;;;;;;;;;x
d_scythia_minor;Scythia Minor;Scythie mineure;;;;;;;;;;x
d_scythia_minor_adj;Minor Scythian;Scythe;;;;;;;;;;x
d_dolor;Dolor;;;;;;;;;;;x
d_dolor_adj;Dolorian;;;;;;;;;;;x
k_thrace;Thrace;Thrace;;;;;;;;;;x
k_thrace_adj;Thracian;Thrace;;;;;;;;;;x
d_europa;Europa;Europe;;;;;;;;;;x
d_europa_adj;European;Européen;;;;;;;;;;x
d_haemimontus;Haemimontus;Hémimont;;;;;;;;;;x
d_haemimontus_adj;Haemimontian;;;;;;;;;;;x
d_rhodope;Rhodope;Rhodope;;;;;;;;;;x
d_rhodope_adj;Rhodopan;;;;;;;;;;;x
k_macedonia;Macedonia;Macédoine;;;;;;;;;;x
k_macedonia_adj;Macedonian;Macédonien;;;;;;;;;;x
d_macedonia_salutaris;Macedonia Salutaris;Macedonia Salutaris;;;;;;;;;;x
d_macedonia_salutaris_adj;Macedonian;Macédonien;;;;;;;;;;x
k_achaia;Achaia;Achaïe;;;;;;;;;;x
k_achaia_adj;Achaian;Achéen;;;;;;;;;;x
d_nisia;Nisia;;;;;;;;;;;x
d_nisia_adj;Nisian;;;;;;;;;;;x
k_asia;Asia;Asie;;;;;;;;;;x
k_asia_adj;Asian;Asiatique;;;;;;;;;;x
d_lydia;Lydia;Lydie;;;;;;;;;;x
d_lydia_adj;Lydian;Lydien;;;;;;;;;;x
d_hellespontus;Hellespontus;;;;;;;;;;;x
d_hellespontus_adj;Hellespontan;;;;;;;;;;;x
d_lycia;Lycia;Lycie;;;;;;;;;;x
d_lycia_adj;Lycian;Lycien;;;;;;;;;;x
d_pisidia;Pisidia;Pisidie;;;;;;;;;;x
d_pisidia_adj;Pisidian;Pisidien;;;;;;;;;;x
d_phrygia;Phrygia;Phrygie;;;;;;;;;;x
d_phrygia_adj;Phrygian;Phrygien;;;;;;;;;;x
k_pontus;Pontus;Pont;;;;;;;;;;x
k_pontus_adj;Pontan;Pontique;;;;;;;;;;x
d_bithynia;Bithynia;Bithynie;;;;;;;;;;x
d_bithynia_adj;Bithynian;Bithynien;;;;;;;;;;x
d_pontus_polemoniacus;Pontus Polemoniacus;;;;;;;;;;;x
d_pontus_polemoniacus_adj;Polemonian;;;;;;;;;;;x
k_galatia;Galatia;Galatie;;;;;;;;;;x
k_galatia_adj;Galatian;Galatien;;;;;;;;;;x
d_cappadocia;Cappadocia;Cappadoce;;;;;;;;;;x
d_cappadocia_adj;Cappadocian;;Cappadoce;;;;;;;;;x
k_cilicia;Cilicia;Cilicie;;;;;;;;;;x
k_cilicia_adj;Cilician;Cilicien;;;;;;;;;;x
d_cilicia;Cilicia;Cilicie;;;;;;;;;;x
d_cilicia_adj;Cilician;Cilicien;;;;;;;;;;x
d_isauria;Isauria;Isaurie;;;Isauro;;;;;;;x
d_isuaria_adj;Isaurian;Isaurien;;;;;;;;;;x
k_oriens;Oriens;;;;;;;;;;;x
k_oriens_adj;Oriental;Oriental;;;;;;;;;;x
d_palestinia_salutaris;Palaestinia Salutaris;;;;;;;;;;;x
d_palestinia_salutaris_adj;Palestinian;Palestinien;;;;;;;;;;x
d_iudea;Iudaea;Iudaea;;;;;;;;;;x
d_iudea_adj;Iudaean;;;;;;;;;;;x
d_arabia;Arabia;Arabie;;;;;;;;;;x
d_arabia_adj;Arabian;Arabe;;;;;;;;;;x
d_phoenice;Phoenice;Phœnicè;;;;;;;;;;x
d_phoenice_adj;Phoenican;;;;;;;;;;;x
d_libanensis;Libanensis;;;;;;;;;;;x
d_libanensis_adj;Libanensian;Lybanais;;;;;;;;;;x
d_syria_salutaris;Syria Salutaris;Syrie;;;;;;;;;;x
d_syria_salutaris_adj;Syria Salutaris;Syrien;;;;;;;;;;x
d_osrhoene;Osrhoene;Osroène;;;;;;;;;;x
d_osrhoene_adj;Osrhoenian;;;;;;;;;;;x
d_augustamnica;Augustamnica;Augustamnique;;;;;;;;;;x
d_augustamnica_adj;Augustamnican;Augustamnique;;;;;;;;;;x
d_arcadia;Arcadia;Arcadie;;;;;;;;;;x
d_arcadia_adj;Arcadian;Arcadien;;;;;;;;;;x
d_thebais;Thebais;Thébaïde;;;;;;;;;;x
d_thebais_adj;Thebian;;;;;;;;;;;x
d_libya;Libya;Libye;;;;;;;;;;x
d_libya_adj;Libyan;Libyen;;;Libia;;;;;;;x
k_caucasian_albania;Albania;Albanie;;;;;;;;;;x
k_caucasian_albania_adj;Albanian;Albanais;;;Albano;;;;;;;x
d_caucasian_albania;Albania;Albanie;;;;;;;;;;x
d_caucasian_albania_adj;Albanian;Albanais;;;;;;;;;;x
d_lazica;Lazica;Lazique;;;;;;;;;;x
d_iberia;Iberia;Ibérie;;;;;;;;;;x
c_chios_adj;Chian;;;;;;;;;;;x
d_colchis;Colchis;Colchide;;;;;;;;;;x
d_colchis_adj;Colchan;Colchide;;;;;;;;;;x
d_arabia_magna;Arabia Magna;;;;;;;;;;;x
d_arabia_magna_adj;Magna Arabian;;;;;;;;;;;x
b_capri_clone;Capri;Capri;;;;;;;;;;x
b_antium;Antium;Antium;;;;;;;;;;x
b_anicius;Anicius;;;;;;;;;;;x
b_laurentium;Laurentium;;;;;;;;;;;x
d_italy_prefect;Italia;Italie;;;;;;;;;;x
d_italy_prefect_adj;Italian;Italien;;;;;;;;;;x
d_senate;Roman Republic;République Romaine;;;;;;;;;;x
d_senate_adj;Republic;République;;;;;;;;;;x
d_roman_prefect;Roman Prefecture;Préfecture Romaine;;;Prefectura Romana;;;;;;;x
k_illyria_prefect;Illyricum;Illyricum;;;;;;;;;;x
k_illyria_prefect_adj;Illyrian;Illyrian;;;Ilirio;;;;;;;x
e_wre;Western Roman Empire;Empire Romain d'Occident;;;Imperio Romano de Occidente;;;;;;;x
e_wre_adj;Roman;Romain;;;Romano;;;;;;;x
d_swedes;Swedes;Suédois;;;Suecos;;;;;;;x
d_swedes_adj;Swedish;Suédois;;;Sueca;;;;;;;x
d_nords;Nords;Nordiques;;;Nordicos;;;;;;;x
d_nords_adj;Norse;Nordique;;;Nordico;;;;;;;x
d_keoka;Keoka;;;;;;;;;;;x
d_keoka_adj;Keokan;;;;;;;;;;;x
d_jonse;Jonse;;;;;;;;;;;x
d_jonse_adj;Jonsen;;;;;;;;;;;x
k_neustria;Neustria;Neustrie;;;Neustria;;;;;;;x
k_neustria_adj;Neustrian;Neustrien;;;Neustro;;;;;;;x
k_austrasia;Austrasia;Austrasie;;;;;;;;;;x
k_austrasia_adj;Austrasian;Austrasien;;;Austrasio;;;;;;;x
k_orleans;Orleans;Orléans;;;;;;;;;;x
k_orleans_adj;Orleanian;Orléanais;;;;;;;;;;x
k_paris;Paris;Paris;;;Paris;;;;;;;x
k_paris_adj;Parisian;Parisien;;;Parisino;;;;;;;x
###### enlil_local.csv;;;;;;;;;;;;x
e_thuringia;Thuringian Empire;Empire Thuringe;;;Imperio Turingio;;;;;;;x
e_thuringia_adj;Thuringian;Thuringe;;;Turingio;;;;;;;x
e_alamannia;Alamannian Empire;Empire Alaman;;;Imperio Alamano;;;;;;;x
e_alamannia_adj;Alamannian;Alaman;;;Alamano;;;;;;;x
e_gepids;Gepid Empire;Empire Gépide;;;Imperio Gépido;;;;;;;x
e_gepids_adj;Gepid;Gépide;;;Gépido;;;;;;;x
k_republic;Res Publica;Res Publica;;;;;;;;;;x
k_republic_adj;Roman;Romain;;;;;;;;;;x
e_burgundy;Burgundian Empire;Empire Burgonde;;;Imperio Burgundio;;;;;;;x
e_burgundy_adj;Burgundian;Burgonde;;;Burgundio;;;;;;;x
e_saxony;Saxon Empire;Empire Saxon;;;Imperio Sajón;;;;;;;x
e_saxony_adj;Saxon;Saxon;;;Sajón;;;;;;;x
e_goths;Gothic Empire;Empire Gothique;;;Imperio Gótico;;;;;;;x
e_goths_adj;Gothic;Gothique;;;Gótico;;;;;;;x
e_moors;Moorish Empire;Empire Maure;;;Imperio Moro;;;;;;;x
e_moors_adj;Moorish;Maure;;;Moro;;;;;;;x
e_vandalica;Vandal Empire;Empire Vandale;;;Imperio Vándalo;;;;;;;x
e_vandalica_adj;Vandalic;Vandale;;;Vandalo;;;;;;;x
e_mediterranean;Mediterranean Empire;Empire Méditerranéen;;;Imperio Mediterraneo;;;;;;;x
e_mediterranean_adj;Mediterranean;Méditerranéen;;;Mediterraneo;;;;;;;x
e_league;League of Old Rites;;;;Liga de los Rituales Antiguos;;;;;;;x
e_league_adj;League;;;;Liga;;;;;;;x
k_hunas;Hunas;;;;;;;;;;;x
k_hunas_adj;Huni;;;;;;;;;;;x
d_bavari;Bavari;;;;;;;;;;;x
d_rugii;Rugii;;;;;;;;;;;x
e_oriens;Oriens;;;;;;;;;;;x
e_oriens_adj;Oriental;Oriental;;;;;;;;;;x
d_scholae_palatinae;Scholae Palatinae;Schole palatine;;;Escuela Palatina;;;;;;;x
d_scholae_palatinae_adj;Palatinaen;Palatin;;;;;;;;;;x
d_excubitors;Excubitors;Excubites;;;;;;;;;;x
d_excubitors_adj;Excubitian;Excubite;;;;;;;;;;x
d_gaetulia;Gaetulia;;;;;;;;;;;x
d_gaetulia_adj;Gaetulian;Gétule;;;Gétulo;;;;;;;x
d_ageldun;Ageldun;;;;;;;;;;;x
d_ageldun_adj;Ageldunian;;;;;;;;;;;x
d_sebea;Sebea;;;;;;;;;;;x
d_sebea_adj;Sebean;;;;;;;;;;;x
d_jemsa;Jemsa;;;;;;;;;;;x
d_jemsa_adj;Jemsan;;;;;;;;;;;x
d_great_swarty;Great Swarti;;;;;;;;;;;x
d_great_swarty_adj;Great Swartyan;;;;;;;;;;;x
d_balun;Balun;;;;;;;;;;;x
d_balun_adj;Balunesse;;;;;;;;;;;x
d_balun_adj;Balunyan;;;;;;;;;;;x
d_murzuk;Murzuk;Mourzouk;;;;;;;;;;x
d_murzuk_adj;Murzukan;;;;;;;;;;;x
d_kofra;Kofra;;;;;;;;;;;x
d_kofra_adj;Kofran;;;;;;;;;;;x
d_tingitana;Tingitana;Maurétanie Tingitane;;;Mauritania Tingitana;;;;;;;x
d_tingitana_adj;Tingitanian;Tingitan;;;;;;;;;;x
d_caesariensis;Caesariensis;Maurétanie Césarienne;;;Mauritania Cesariana;;;;;;;x
d_caesariensis_adj;Caesariensian;Césarien;;;;;;;;;;x
d_sitifensis;Sitifensis;Sitifensis;;;;;;;;;;x
d_sitifensis_adj;Sitifensis;Sitifensis;;;;;;;;;;x
d_carthago;Carthago;Carthage;;;Cartágo;;;;;;;x
d_carthago_adj;Carthaginian;Carthaginois;;;Cartáginesa;;;;;;;x
d_numidia;Numidia;Numidie;;;;;;;;;;x
d_numidia_adj;Numidian;;;;;;;;;;;x
k_tripolitania;Tripolitania;Tripolitaine;;;Tripolitania;;;;;;;x
k_tripolitania_adj;Tripolitanian;Tripolitain;;;;;;;;;;x
k_gaetulia;Gaetulia;;;;;;;;;;;x
k_gaetulia_adj;Gaetulian;Gétule;;;;;;;;;;x
d_mauria;Mauria;;;;;;;;;;;x
d_mauria_adj;Maurian;;;;;;;;;;;x
d_tighemi;Tighemi;;;;;;;;;;;x
d_tighemi_adj;Tighemian;;;;;;;;;;;x
# Is it Garamantes instead?
k_geramantes;Geramantes;;;;;;;;;;;x
k_geramantes_adj;Geramantian;;;;Geramante;;;;;;;x
d_tammuat;Tammuat;;;;;;;;;;;x
d_tammuat_adj;Tammuati;;;;;;;;;;;x
d_garama;Garama;;;;;;;;;;;x
d_garama_adj;Garaman;;;;;;;;;;;x
d_adkaddakhe;Adkaddakhe;;;;;;;;;;;x
d_adkaddakhe_adj;Adkaddakhen;;;;;;;;;;;x
k_nasamoni;Nasamoni;;;;;;;;;;;x
k_nasamoni_adj;Nasamonian;;;;;;;;;;;x
d_aceddis;Aceddis;;;;;;;;;;;x
d_aceddis_adj;Accedian;;;;;;;;;;;x
d_oasis;Amda;;;;;;;;;;;x
d_oasis_adj;Amdan;;;;;;;;;;;x
d_berdoa;Berdoa;;;;;;;;;;;x
d_berdoa_adj;Berdoan;;;;;;;;;;;x
k_tuaregia;Tuaregia;;;;;;;;;;;x
k_tuaregia_adj;Tuareg;Touareg;;;;;;;;;;x
# Is it Makran instead?
d_makrane;Makrane;;;;;;;;;;;x
d_makrane_adj;Makranian;;;;;;;;;;;x
d_rewqt;Reqt;;;;;;;;;;;x
d_rewqt_adj;Reqti;;;;;;;;;;;x
d_dousbihane;Dousbihane;;;;;;;;;;;x
d_dousbihane_adj;Dousbihanian;;;;;;;;;;;x
d_austorani;Austorani;;;;;;;;;;;x
d_austorani_adj;Austoranian;;;;;;;;;;;x
k_garamantes;Garamantes;Garamantes;;;;;;;;;;x
k_garamantes_adj;Garamantian;Garamante;;;;;;;;;;x
d_leptis_magna;Syrtica;;;;;;;;;;;x
d_leptis_magna_adj;Syrtican;;;;;;;;;;;x
d_fist_hubal;Fist of Hubal;;;;;;;;;;;x
d_fist_hubal_adj;Fist of Hubal;;;;;;;;;;;x
d_vindelicia_secunda;Vindelica Secunda;;;;;;;;;;;x
d_macromanni;Marcomanni;;;;;;;;;;;x
d_macromanni_adj;Marcomannian;;;;Marcomana;;;;;;;x
d_chatti;Chatti;Chattes;;;;;;;;;;x
d_warini;Warini;Warnes;;;;;;;;;;x
e_dacia;Dacia;Dacie;;;;;;;;;;x
e_dacia_adj;Dacian;Dace;;;;;;;;;;x
d_lutogostians;Lutogostians;;;;;;;;;;;x
d_berimirians;Berimirians;;;;;;;;;;;x
d_kernev;Kernev;Kernev;;;;;;;;;;x
d_kernev_adj;Kernev;Kernev;;;;;;;;;;x
d_broerec;Broerec;Broërec;;;;;;;;;;x
d_broerec_adj;Broerec;Broërec;;;;;;;;;;x
d_domnonia;Domnonia;Domnonée;;;;;;;;;;x
d_domnonia_adj;Domnonian;Domnonéen;;;;;;;;;;x
d_senapati;Senapati;;;;;;;;;;;x
d_senapati_adj;Senapatian;;;;;;;;;;;x
k_saurashtra;Saurashtra;;;;;;;;;;;x
k_saurashtra_adj;Saurashtran;;;;;;;;;;;x
k_kamarupa_adj;Kamarupan;;;;;;;;;;;x
k_manipura;Manipura;;;;;;;;;;;x
k_manipura_adj;Manipuran;;;;;;;;;;;x
d_arakan;Arakan;;;;;;;;;;;x
d_arakan_adj;Arakanese;;;;;;;;;;;x
e_tamil;Tamilakam;;;;;;;;;;;x
e_tamil_adj;Tamilakaman;;;;;;;;;;;x
k_macromannia;Marcomannia;;;;;;;;;;;x
k_macromannia_adj;Marcomanni;;;;;;;;;;;x
k_chuban;Chuban;;;;;;;;;;;x
k_chuban_adj;Chuyue;;;;;;;;;;;x
k_padishkhwargar;Padishkhwargar;;;;;;;;;;;x
k_padishkhwargar_adj;Padish;;;;;;;;;;;x
d_adiabene;Adiabene;Adiabène;;;;;;;;;;x
d_adiabene_adj;Adiabenian;;;;;;;;;;;x
d_atropatene;Atropatene;Atropatène;;;;;;;;;;x
d_atropatene_adj;Atropatenian;;;;;;;;;;;x
d_media_minor;Media Minor;;;;Media Menor;;;;;;;x
d_verkana;Verkâna;Verkâna;;;;;;;;;;x
d_verkana_adj;Verkânan;;;;;;;;;;;x
d_khuzestan;Khuzestan;Khuzestan;;;;;;;;;;x
d_khuzestan_adj;Khuzestani;Khuzi;;;;;;;;;;x
d_parthava;Parthava;;;;;;;;;;;x
d_aria;Aria;;;;;;;;;;;x
d_aria_adj;Arian;;;;;;;;;;;x
d_carmania;Carmania;;;;;;;;;;;x
d_carmania_adj;Carmanian;;;;;;;;;;;x
k_bactria;Bactria;Bactrie;;;Bactria;;;;;;;x
k_bactria_adj;Bactrian;Bactrien;;;;;;;;;;x
d_abarshahr;Abarshahr;;;;;;;;;;;x
d_sogdia;Sogdiana;Sogdiane;;;;;;;;;;x
d_sogdia_adj;Sogdian;Sogdien;;;;;;;;;;x
d_fergana;Ferghana;Ferghana;;;;;;;;;;x
d_fergana_adj;Ferghanan;;;;;;;;;;;x
d_bactria;Bactria;Bactrie;;;;;;;;;;x
d_bactria_adj;Bactrian;Bactrien;;;;;;;;;;x
k_cuman;Scythia;Scythie;;;;;;;;;;x
k_cuman_adj;Scythian;Scythe;;;;;;;;;;x
k_parthia;Parthia;Parthie;;;;;;;;;;x
k_parthia_adj;Parthian;Parthe;;;;;;;;;;x
k_transoxiana;Transoxiana;Transoxiane;;;;;;;;;;x
k_transoxiana_adj;Transoxian;;;;;;;;;;;x
d_transoxiana;Transoxiana;Transoxiane;;;;;;;;;;x
d_transoxiana_adj;Transoxian;;;;;;;;;;;x
k_kushanshahr;Kushanshahr;;;;;;;;;;;x
d_turan;Turan;Touran;;;;;;;;;;x
d_turan_adj;Turani;Touranien;;;;;;;;;;x
d_paratan;Paratan;;;;;;;;;;;x
k_asoristan;Asoristan;;;;;;;;;;;x
k_asoristan_adj;Asoristani;;;;;;;;;;;x
d_asoristan;Asoristan;;;;;;;;;;;x
d_asoristan_adj;Asoristani;;;;;;;;;;;x
d_beth_garmai;Beth Garmai;Beit Garmaï;;;;;;;;;;x
d_arbayistan;Arbayistan;;;;;;;;;;;x
d_arbayistan_adj;Arbayistani;;;;;;;;;;;x
k_characene;Characene;Characène;;;;;;;;;;x
k_characene_adj;Characenian;;;;;;;;;;;x
d_taghlebi;Taghlebi;;;;;;;;;;;x
d_al_qays;Al Qays;;;;;;;;;;;x
k_dahae_confederacy;Dahae Confederacy;;;;;;;;;;;x
k_dahae_confederacy_adj;Dahae;;;;;;;;;;;x
k_mazandaran;Mazandaran;Mazandéran;;;;;;;;;;x
k_mazandaran_adj;Mazandarian;;;;;;;;;;;x
k_kidarite;Kidarites;Royaume kidarite;;;;;;;;;;x
k_kidarite_adj;Kidarite;Kidarite;;;;;;;;;;x
d_awioniz;Awioniz;;;;;;;;;;;x
d_awioniz_adj;Awioniz;;;;;;;;;;;x
d_patripassian;Patripassian Patriarchy;;;;Patriarcado Patripasio;;;;;;;x
d_patripassian_desc;Patripassian;;;;;;;;;;;x
d_gutes;Gutes;;;;;;;;;;;x
d_gutes_adj;Gutnish;;;;;;;;;;;x
# England kingdoms
d_middle_anglia;Middle Anglia;;;;;;;;;;;x
d_middle_anglia_adj;Middle Anglian;;;;;;;;;;;x
d_elmet;Elmet;Elmet;;;;;;;;;;x
d_elmet_adj;Elmeti;Elmetsæte;;;;;;;;;;x
k_mercia;Mercia;Mercie;;;;;;;;;;x
k_mercia_adj;Mercian;Mercien;;;;;;;;;;x
d_sussex;Sussex;Sussex;;;;;;;;;;x
d_sussex_adj;South Saxon;Saxon du sud;;;;;;;;;;x
