battleambition.2.desc;I was in front of the battle lines and began to deliver a speech when some foolish rider on the opposing side began racing towards me, no doubt trying to kill me.  I would have had enough time to retreat behind my men, but I wanted to make a good example, so I remained to face this knight.  When he got close, I stood in my stirrups and smashed my axe downwards across his face.;I was in front of the battle lines and began to deliver a speech when some foolish rider on the opposing side began racing towards me, no doubt trying to kill me.  I would have had enough time to retreat behind my men, but I wanted to make a good example, so I remained to face this knight.  When he got close, I stood in my stirrups and smashed my axe downwards across his face.;I was in front of the battle lines and began to deliver a speech when some foolish rider on the opposing side began racing towards me, no doubt trying to kill me.  I would have had enough time to retreat behind my men, but I wanted to make a good example, so I remained to face this knight.  When he got close, I stood in my stirrups and smashed my axe downwards across his face.;;Me encontraba en frente de la formación, empezando a dar mi arenga, cuando un jinete estúpido del otro lado empezó a correr hacia mí, con la clara intención de atacarme. Habría tenido tiempo de sobra para esconderme tras mis hombre, pero decidí dar una lección, así que me quedé para enfrentar al caballero. Cuando se puso a mi alcance, me afiancé en los estribos e incrusté mi hacha en su misma cara.;;;;;;;;;x;;
battleambition.2.a;A fine kill, but I broke the shaft to my favorite axe!;A fine kill, but I broke the shaft to my favorite axe!;A fine kill, but I broke the shaft to my favorite axe!;;¡Una buena muerte, pero rompí el mango de mi hacha favorita!;;;;;;;;;x;;
battleambition.3.desc;I was trying to keep the men in line when one of my soldiers broke rank and began hacking at a group of enemies. The fool eventually got hit by a spear. After ordering the men to stay put, I ran from the battle lines to save him. I drove the enemy back and together we retreated to the safety of the ranks, and to the cheers of the men.;I was trying to keep the men in line when one of my soldiers broke rank and began hacking at a group of enemies. The fool eventually got hit by a spear. After ordering the men to stay put, I ran from the battle lines to save him. I drove the enemy back and together we retreated to the safety of the ranks, and to the cheers of the men.;I was trying to keep the men in line when one of my soldiers broke rank and began hacking at a group of enemies. The fool eventually got hit by a spear. After ordering the men to stay put, I ran from the battle lines to save him. I drove the enemy back and together we retreated to the safety of the ranks, and to the cheers of the men.;;Intentaba mantener a mis hombres en formación cuando uno de mis soldados rompió filas y se lanzó contra un grupo de enemigos. El tonto consiguió que lo hiriera una lanza. Después de ordenar a mis hombres que esperaran quietos, corrí desde el frente de la batalla para salvarle. Hice retroceder al enemigo y juntos volvimos a la seguridad de la formación y a la aclamación de mis hombres.;;;;;;;;;x;;
battleambition.3.a;He thanked me for rescuing him.;He thanked me for rescuing him.;He thanked me for rescuing him.;He thanked me for rescuing him.;Me dio las gracias por rescatarle.;He thanked me for rescuing him.;He thanked me for rescuing him.;;;;;;;;;x
battleambition.3.b;Perhaps I can make use of this foolish knight.;Perhaps I can make use of this foolish knight.;Perhaps I can make use of this foolish knight.;;Quizás pueda darle uso a este caballero tonto.;;;;;;;;;x;;
battleambition.3.c;I gave him a lecture on patience.;I gave him a lecture on patience.;I gave him a lecture on patience.;;Le di un sermón sobre la paciencia.;;;;;;;;;x;;
battleambition.3.d;Instruct him to never do that again.;Instruct him to never do that again.;Instruct him to never do that again.;;Le ordené que nunca volviera a hacer algo así.;;;;;;;;;x;;
battleambition.4.desc;I got impatient and charged the enemy by myself.  I killed several of them, but eventually one struck me with a spear.  Thankfully, right as I was about to get hit again, another soldier from my side killed the one about to stab me, and helped drive back the others. Together we returned to our ranks.  The men were cheering at our bravery!;I got impatient and charged the enemy by myself.  I killed several of them, but eventually one struck me with a spear.  Thankfully, right as I was about to get hit again, another soldier from my side killed the one about to stab me, and helped drive back the others. Together we returned to our ranks.  The men were cheering at our bravery!;I got impatient and charged the enemy by myself.  I killed several of them, but eventually one struck me with a spear.  Thankfully, right as I was about to get hit again, another soldier from my side killed the one about to stab me, and helped drive back the others. Together we returned to our ranks.  The men were cheering at our bravery!;;Me impacienté y cargué contra el enemigo por mi cuenta. Maté a varios, pero uno de ellos consiguió alcanzarme con la lanza. Por suerte, justo cuando iban a volver a darme, otro soldado de mi bando mató al que casi me ensarta y me ayudó a hacerles retroceder. Juntos volvimos a la formación, entre la aclamación de los compañeros por nuestro valor.;;;;;;;;;x;;
battleambition.4.a;Thank him for the rescue.;Thank him for the rescue.;Thank him for the rescue.;;Agradecerle el rescate.;;;;;;;;;x;;
battleambition.4.b;Reward him for his bravery.;Reward him for his bravery.;Reward him for his bravery.;;Recompensarle por su valor.;;;;;;;;;x;;
battleambition.5.desc;Yield, [Root.GetOnlyDynastyName]!'  I was mostly unscathed from the fall from my horse, but the knight above me kept shouting at me to yield.  Since I was still disoriented from the fall, he probably didn't think I was much of a threat.  That's when I remembered my helmet has a spike on the top and bashed my head into his horse.\n'Yield...' the knight moaned.;Yield, [Root.GetOnlyDynastyName]!'  I was mostly unscathed from the fall from my horse, but the knight above me kept shouting at me to yield.  Since I was still disoriented from the fall, he probably didn't think I was much of a threat.  That's when I remembered my helmet has a spike on the top and bashed my head into his horse.\n'Yield...' the knight moaned.;Yield, [Root.GetOnlyDynastyName]!'  I was mostly unscathed from the fall from my horse, but the knight above me kept shouting at me to yield.  Since I was still disoriented from the fall, he probably didn't think I was much of a threat.  That's when I remembered my helmet has a spike on the top and bashed my head into his horse.\n'Yield...' the knight moaned.;;¡Ríndete, [Root.GetOnlyDynastyName]!' Estaba casi ileso de la caída del caballo, pero el caballero sobre mí no paraba de gritar que me rindiera. Como aún estaba desorientado por la caída, probablemente pensó que yo era inofensivo. Fue entonces cuando recordé el pincho de mi casco, con el que le asesté un buen golpe a su caballo.\n'¡Ríndete...', gimió el caballero.;;;;;;;;;x;;
battleambition.5.a;He'll make a decent ransom.;He'll make a decent ransom.;He'll make a decent ransom.;;Pagarán un buen rescate por él.;;;;;;;;;x;;
battleambition.6.desc;"You won't hear me calling ""For [Root.Liege.GetTitledFirstName]!""' I began.  'This is your land that the enemy is attacking. If he wins, it is your homes he will burn.  It is your women he will rape.  Fight for, [Root.Capital.GetName], your home!  Those are brave men over there.  Let's go kill them!'";"You won't hear me calling ""For [Root.Liege.GetTitledFirstName]!""' I began.  'This is your land that the enemy is attacking. If he wins, it is your homes he will burn.  It is your women he will rape.  Fight for, [Root.Capital.GetName], your home!  Those are brave men over there.  Let's go kill them!'";"You won't hear me calling ""For [Root.Liege.GetTitledFirstName]!""' I began.  'This is your land that the enemy is attacking. If he wins, it is your homes he will burn.  It is your women he will rape.  Fight for, [Root.Capital.GetName], your home!  Those are brave men over there.  Let's go kill them!'";;"No me oiréis decir ""Por [Root.Liege.GetTitledFirstName]!""' – comencé –,  'Es vuestra tierra la que sufre el ataque del enemigo. Si vence, son vuestras casas las que arderán.  Son vuestras mujeres las que violarán. ¡Luchad por , [Root.Capital.GetName], vuestro hogar!  Son hombres valientes los que se enfrentan a nosotros. ¡Acabemos con ellos!";;;;;;;;;x;;
battleambition.6.a;And so I rode, but I dared not look back to see if they were following...;And so I rode, but I dared not look back to see if they were following...;And so I rode, but I dared not look back to see if they were following...;;Y así cabalgué, pero no me atreví a mirar atrás para ver si me seguían...;;;;;;;;;x;;
battleambition.7.desc;The enemy was piliging the local villages between fighting.  I could not tolerate the abuse of innocents and even though the other leaders thought it was a foolish waste of troops, I rode out to defend the villagers and helped guard a small settlement from would-be raiders.  The peasants were grateful for my valiant defense of their home, and offered me a reward for my heroism.;The enemy was piliging the local villages between fighting.  I could not tolerate the abuse of innocents and even though the other leaders thought it was a foolish waste of troops, I rode out to defend the villagers and helped guard a small settlement from would-be raiders.  The peasants were grateful for my valiant defense of their home, and offered me a reward for my heroism.;The enemy was piliging the local villages between fighting.  I could not tolerate the abuse of innocents and even though the other leaders thought it was a foolish waste of troops, I rode out to defend the villagers and helped guard a small settlement from would-be raiders.  The peasants were grateful for my valiant defense of their home, and offered me a reward for my heroism.;;El enemigo estaba saqueando las aldeas locales entre combate y combate. No podía tolerar el abuso de inocentes y aunque los demás líderes pensaban que era un desperdicio de tropas, cabalgué para defender a los aldeanos y logré salvar a un pequeño asentamiento de los invasores. Los campesinos se mostraron agradecidos por mi gallarda defensa de su hogar, y ofrecieron una recompensa a mi heroísmo.;;;;;;;;;x;;
battleambition.7.a;No reward is necessary.;No reward is necessary;No reward is necessary;;No es necesaria ninguna recompensa.;;;;;;;;;x;;
battleambition.7.b;I'll take the silver.;I'll take the silver.;I'll take the silver.;;Cogeré el dinero.;;;;;;;;;x;;
battleambition.7.c;Have a monument of me built here.;Have a monument of me built here.;Have a monument of me built here.;;Construid aquí un monumento para mí.;;;;;;;;;x;;
battleambition.8.desc;Under the cover of night, I led my men on a bold charge against the besiegers.  Suddenly and swiftly, we rushed from the gates of [From.Siege.GetName], and a great victory was won.;Under the cover of night, I led my men on a bold charge against the besiegers.  Suddenly and swiftly, we rushed from the gates of [From.Siege.GetName], and a great victory was won.;Under the cover of night, I led my men on a bold charge against the besiegers.  Suddenly and swiftly, we rushed from the gates of [From.Siege.GetName], and a great victory was won.;;Bajo el manto de la noche, dirigí a mis hombres en una carga audaz contra los sitiadores. Repentina y velozmente, nos precipitamos desde las puertas de [From.Siege.GetName], y logramos una gran victoria.;;;;;;;;;x;;
battleambition.8.a;A risky sortie, but it paid off.;A risky sortie, but it paid off.;A risky sortie, but it paid off.;;Una salida arriesgada, pero valió la pena.;;;;;;;;;x;;
battleambition.9.desc;My illness is severely debilitating, making it almost impossible for me to lead directly in battle.  While I can still devise stratigies and make plans from the safety of my tent, my men's morale is hampered by my inability to lead them personally.  Some of my advisors say I should ride into battle despite my illness, to keep the troops in good spirits, but it would be a risk.;My illness is severely debilitating, making it almost impossible for me to lead directly in battle.  While I can still devise stratigies and make plans from the safety of my tent, my men's morale is hampered by my inability to lead them personally.  Some of my advisors say I should ride into battle despite my illness, to keep the troops in good spirits, but it would be a risk.;My illness is severely debilitating, making it almost impossible for me to lead directly in battle.  While I can still devise stratigies and make plans from the safety of my tent, my men's morale is hampered by my inability to lead them personally.  Some of my advisors say I should ride into battle despite my illness, to keep the troops in good spirits, but it would be a risk.;;My illness is severely debilitating, making it almost impossible for me to lead directly in battle.  While I can still devise stratigies and make plans from the safety of my tent, my men's morale is hampered by my inability to lead them personally.  Some of my advisors say I should ride into battle despite my illness, to keep the troops in good spirits, but it would be a risk.;;;;;;;;;x;;
battleambition.9.a;I must ride, despite the risks.;I must ride, despite the risks.;I must ride, despite the risks.;;I must ride, despite the risks.;;;;;;;;;x;;
battleambition.9.b;No... to ride would be the death of me.;No... to ride would be the death of me.;No... to ride would be the death of me.;;No... to ride would be the death of me.;;;;;;;;;x;;
battleambition.9.c;I have no fear, [Root.Religion.GetRandomGodName] will protect me.;I have no fear, [Root.Religion.GetRandomGodName] will protect me.;I have no fear, [Root.Religion.GetRandomGodName] will protect me.;;I have no fear, [Root.Religion.GetRandomGodName] will protect me.;;;;;;;;;x;;
battleambition.10.desc;The foe cast his spear and struck [Root.GetFirstName] on the shield.  'A hit!', he shouted, 'And I don't think you will last long now.'  [Root.GetFirstName] answered undismayed: 'A miss, not a hit!' Then [Root.GetSheHe] threw.  Fate guided the point to the man's nose.  He tumbled out of the saddle in his armour, gleaming in the sun.  The horse shied, and there his life and courage vanished away.;The foe cast his spear and struck [Root.GetFirstName] on the shield.  'A hit!', he shouted, 'And I don't think you will last long now.'  [Root.GetFirstName] answered undismayed: 'A miss, not a hit!' Then [Root.GetSheHe] threw.  Fate guided the point to the man's nose.  He tumbled out of the saddle in his armour, gleaming in the sun.  The horse shied, and there his life and courage vanished away.;The foe cast his spear and struck [Root.GetFirstName] on the shield.  'A hit!', he shouted, 'And I don't think you will last long now.'  [Root.GetFirstName] answered undismayed: 'A miss, not a hit!' Then [Root.GetSheHe] threw.  Fate guided the point to the man's nose.  He tumbled out of the saddle in his armour, gleaming in the sun.  The horse shied, and there his life and courage vanished away.;;The foe cast his spear and struck [Root.GetFirstName] on the shield.  'A hit!', he shouted, 'And I don't think you will last long now.'  [Root.GetFirstName] answered undismayed: 'A miss, not a hit!' Then [Root.GetSheHe] threw.  Fate guided the point to the man's nose.  He tumbled out of the saddle in his armour, gleaming in the sun.  The horse shied, and there his life and courage vanished away.;;;;;;;;;x;;
battleambition.10.a;I fight with Athena's blessing!;I fight with Athena's blessing!;I fight with Athena's blessing!;;I fight with Athena's blessing!;;;;;;;;;x;;
battleambition.10.b;I fight with [Root.Religion.GetRandomGodName]'s blessing!;I fight with [Root.Religion.GetRandomGodName]'s blessing!;I fight with [Root.Religion.GetRandomGodName]'s blessing!;;I fight with [Root.Religion.GetRandomGodName]'s blessing!;;;;;;;;;x;;
battleambition.11.desc;...savage, now, angry and desperate, [Root.GetSheHe] lifted it high over his head and struck with all the strength he had left.  Caught the foe in the neck and cut it through, broke bones and all.  The body fell to the floor, lifeless.  The sword was wet with blood, and [Root.GetBestName] rejoiced at the sight.;...savage, now, angry and desperate, [Root.GetSheHe] lifted it high over his head and struck with all the strength he had left.  Caught the foe in the neck and cut it through, broke bones and all.  The body fell to the floor, lifeless.  The sword was wet with blood, and [Root.GetBestName] rejoiced at the sight.;...savage, now, angry and desperate, [Root.GetSheHe] lifted it high over his head and struck with all the strength he had left.  Caught the foe in the neck and cut it through, broke bones and all.  The body fell to the floor, lifeless.  The sword was wet with blood, and [Root.GetBestName] rejoiced at the sight.;;...savage, now, angry and desperate, [Root.GetSheHe] lifted it high over his head and struck with all the strength he had left.  Caught the foe in the neck and cut it through, broke bones and all.  The body fell to the floor, lifeless.  The sword was wet with blood, and [Root.GetBestName] rejoiced at the sight.;;;;;;;;;x;;
battleambition.11.a;It was a wonderful sight, and the warriors stared.;It was a wonderful sight, and the warriors stared.;It was a wonderful sight, and the warriors stared.;;It was a wonderful sight, and the warriors stared.;;;;;;;;;x;;
battleambition.12.desc;As court jester, I was trying to keep my liege's troops entertained before battle. I was standing in the middle of field between the two armies, juggling knives and singing the Song of Roland, when one of the enemies rushed out to challenge me.  Hastily, I tossed one of the knives I was juggling into his throat!;As court jester, I was trying to keep my liege's troops entertained before battle. I was standing in the middle of field between the two armies, juggling knives and singing the Song of Roland, when one of the enemies rushed out to challenge me.  Hastily, I tossed one of the knives I was juggling into his throat!;As court jester, I was trying to keep my liege's troops entertained before battle. I was standing in the middle of field between the two armies, juggling knives and singing the Song of Roland, when one of the enemies rushed out to challenge me.  Hastily, I tossed one of the knives I was juggling into his throat!;;As court jester, I was trying to keep my liege's troops entertained before battle. I was standing in the middle of field between the two armies, juggling knives and singing the Song of Roland, when one of the enemies rushed out to challenge me.  Hastily, I tossed one of the knives I was juggling into his throat!;;;;;;;;;x;;
battleambition.12.a;'For courage mixed with prudence is not foolish...';'For courage mixed with prudence is not foolish...';'For courage mixed with prudence is not foolish...';;'For courage mixed with prudence is not foolish...';;;;;;;;;x;;
battleambition.13.desc;The men were beginning to lose courage, so I attempted to rally them to make another stand against the incoming enemy cavalry charge.  It was then I was hit with an arrow!\n'Brave, Brave [Root.GetBestName],' I heard a companion say, 'you shall not have died in vain!';The men were beginning to lose courage, so I attempted to rally them to make another stand against the incoming enemy cavalry charge.  It was then I was hit with an arrow!\n'Brave, Brave [Root.GetBestName],' I heard a companion say, 'you shall not have died in vain!';The men were beginning to lose courage, so I attempted to rally them to make another stand against the incoming enemy cavalry charge.  It was then I was hit with an arrow!\n'Brave, Brave [Root.GetBestName],' I heard a companion say, 'you shall not have died in vain!';;The men were beginning to lose courage, so I attempted to rally them to make another stand against the incoming enemy cavalry charge.  It was then I was hit with an arrow!\n'Brave, Brave [Root.GetBestName],' I heard a companion say, 'you shall not have died in vain!';;;;;;;;;x;;
battleambition.13.a;Uh, I'm not quite dead.  In fact, I think I could pull through!;Uh, I'm not quite dead.  In fact, I think I could pull through!;Uh, I'm not quite dead.  In fact, I think I could pull through!;;Uh, I'm not quite dead.  In fact, I think I could pull through!;;;;;;;;;x;;
battleambition.14.desc;'Fly not, cowards and vile beings, for a single knight attacks you.'  But as he drove his lance-point into the sail the wind whirled it round with such force that it shivered the lance to pieces, sweeping with it horse and rider, who went rolling over on the plain, in a sorry condition.;'Fly not, cowards and vile beings, for a single knight attacks you.'  But as he drove his lance-point into the sail the wind whirled it round with such force that it shivered the lance to pieces, sweeping with it horse and rider, who went rolling over on the plain, in a sorry condition.;'Fly not, cowards and vile beings, for a single knight attacks you.'  But as he drove his lance-point into the sail the wind whirled it round with such force that it shivered the lance to pieces, sweeping with it horse and rider, who went rolling over on the plain, in a sorry condition.;;'Fly not, cowards and vile beings, for a single knight attacks you.'  But as he drove his lance-point into the sail the wind whirled it round with such force that it shivered the lance to pieces, sweeping with it horse and rider, who went rolling over on the plain, in a sorry condition.;;;;;;;;;x;;
battleambition.14.a;It is easy to see that you are not used to this matter of adventures.;It is easy to see that you are not used to this matter of adventures.;It is easy to see that you are not used to this matter of adventures.;;It is easy to see that you are not used to this matter of adventures.;;;;;;;;;x;;
uncoverevents.0.desc;Someone at court is acting suspiciously...I smell a plot!;Someone at court is acting suspiciously...I smell a plot!;Someone at court is acting suspiciously...I smell a plot!;;Someone at court is acting suspiciously...I smell a plot!;;;;;;;;;x;;
uncoverevents.0.a;I will investigate further.;I will investigate further.;I will investigate further.;;I will investigate further.;;;;;;;;;x;;
uncoverevents.1.desc;I have the distinct feeling that someone knows about my plot.;I have the distinct feeling that someone knows about my plot.;I have the distinct feeling that someone knows about my plot.;;I have the distinct feeling that someone knows about my plot.;;;;;;;;;x;;
uncoverevents.1.a;I hope he keeps his mouth shut...;I hope he keeps his mouth shut...;I hope he keeps his mouth shut...;;I hope he keeps his mouth shut...;;;;;;;;;x;;
uncoverevents.2.desc;I found some incriminating evidence of a evil scheme, devised by [From.GetTitledFirstName] to [From.GetPlot].;I found some incriminating evidence of a evil scheme, devised by [From.GetTitledFirstName] to [From.GetPlot].;I found some incriminating evidence of a evil scheme, devised by [From.GetTitledFirstName] to [From.GetPlot].;;I found some incriminating evidence of a evil scheme, devised by [From.GetTitledFirstName] to [From.GetPlot].;;;;;;;;;x;;
uncoverevents.2.a;Expose the plot!;Expose the plot!;Expose the plot!;;Expose the plot!;;;;;;;;;x;;
uncoverevents.2.b;Destroy the evidence and keep quiet.;Destroy the evidence and keep quiet.;Destroy the evidence and keep quiet.;;Destroy the evidence and keep quiet.;;;;;;;;;x;;
uncovered_tooltip;Scheme is revealed!;Scheme is revealed!;Scheme is revealed!;;Scheme is revealed!;;;;;;;;;x;;
tipped_off_tooltip;The victim is tipped off.;The victim is tipped off.;The victim is tipped off.;;The victim is tipped off.;;;;;;;;;x;;
uncoverevents.3.desc;My plot has been exposed by [From.GetTitledFirstName]!;My plot has been exposed by [From.GetTitledFirstName]!;My plot has been exposed by [From.GetTitledFirstName]!;;My plot has been exposed by [From.GetTitledFirstName]!;;;;;;;;;x;;
uncoverevents.4.desc;[From.GetTitledFirstName] has informed me of a plot against me.;[From.GetTitledFirstName] has informed me of a plot against me.;[From.GetTitledFirstName] has informed me of a plot against me.;;[From.GetTitledFirstName] has informed me of a plot against me.;;;;;;;;;x;;
uncoverevents.4.a;My hero!;My hero!;My hero!;;My hero!;;;;;;;;;x;;
reveal_plots_dec;Expose Plot;Expose Plot;Expose Plot;;Expose Plot;;;;;;;;;x;;
reveal_plots_dec_desc;Expose the plot you are currently backing.;Expose the plot you are currently backing.;Expose the plot you are currently backing.;;Expose the plot you are currently backing.;;;;;;;;;x;;
seduce_plot_attempt_tooltip;[Root.GetFirstName] attempts seduction.;[Root.GetFirstName] attempts seduction.;[Root.GetFirstName] attempts seduction.;;[Root.GetFirstName] attempts seduction.;;;;;;;;;x;;
seduce_plot_success_tooltip;Seduced!;Seduced!;Seduced!;;Seduced!;;;;;;;;;x;;
seduce_plot_fail_tooltip;Failed!;Failed!;Failed!;;Failed!;;;;;;;;;x;;
seduceplot.0.desc;It worked! I'm now likely to be with child.;It worked! I'm now likely to be with child.;It worked! I'm now likely to be with child.;;It worked! I'm now likely to be with child.;;;;;;;;;x;;
seduceplot.1.desc;I've fallen in love with [From.GetTitledFirstName].;I've fallen in love with [From.GetTitledFirstName].;I've fallen in love with [From.GetTitledFirstName].;;I've fallen in love with [From.GetTitledFirstName].;;;;;;;;;x;;
seduceplot.1.a;I hope she's not with child...;I hope she's not with child...;I hope she's not with child...;;I hope she's not with child...;;;;;;;;;x;;
seduceplot.2.desc;My attempts at seduction have failed!  He scorned me, and there are those who are displeased with my actions.;My attempts at seduction have failed!  He scorned me, and there are those who are displeased with my actions.;My attempts at seduction have failed!  He scorned me, and there are those who are displeased with my actions.;;My attempts at seduction have failed!  He scorned me, and there are those who are displeased with my actions.;;;;;;;;;x;;
seduceplot.3.desc;[From.GetTitledFirstName] tried to seduce me.  I laughed at her and she went off crying.;[From.GetTitledFirstName] tried to seduce me.  I laughed at her and she went off crying.;[From.GetTitledFirstName] tried to seduce me.  I laughed at her and she went off crying.;;[From.GetTitledFirstName] tried to seduce me.  I laughed at her and she went off crying.;;;;;;;;;x;;
seduceplot.3.a;Denied!;Denied!;Denied!;;Denied!;;;;;;;;;x;;
seduceplot.4.desc;It worked! She's now likely to be with child.;It worked! She's now likely to be with child.;It worked! She's now likely to be with child.;;It worked! She's now likely to be with child.;;;;;;;;;x;;
seduceplot.5.desc;I've fallen in love with [From.GetTitledFirstName].;I've fallen in love with [From.GetTitledFirstName].;I've fallen in love with [From.GetTitledFirstName].;;I've fallen in love with [From.GetTitledFirstName].;;;;;;;;;x;;
seduceplot.5.a;I hope I'm not with child...;I hope I'm not with child...;I hope I'm not with child...;;I hope I'm not with child...;;;;;;;;;x;;
seduceplot.6.desc;My attempts at seducation have failed!  She scorned me, and there are those who are displeased with my actions.;My attempts at seducation have failed!  She scorned me, and there are those who are displeased with my actions.;My attempts at seducation have failed!  She scorned me, and there are those who are displeased with my actions.;;My attempts at seducation have failed!  She scorned me, and there are those who are displeased with my actions.;;;;;;;;;x;;
seduceplot.7.desc;[From.GetTitledFirstName] tried to seduce me.  I laughed at him and he went off angry.;[From.GetTitledFirstName] tried to seduce me.  I laughed at him and he went off angry.;[From.GetTitledFirstName] tried to seduce me.  I laughed at him and he went off angry.;;[From.GetTitledFirstName] tried to seduce me.  I laughed at him and he went off angry.;;;;;;;;;x;;
seduceplot.7.a;Denied!;Denied!;Denied!;;Denied!;;;;;;;;;x;;
seduceplot.8.desc;I've made myself look my best and I think I have an opportunity to seduce [Root.PlotTarget.GetTitledName] by catching him alone...;I've made myself look my best and I think I have an opportunity to seduce [Root.PlotTarget.GetTitledName] by catching him alone...;I've made myself look my best and I think I have an opportunity to seduce [Root.PlotTarget.GetTitledName] by catching him alone...;;I've made myself look my best and I think I have an opportunity to seduce [Root.PlotTarget.GetTitledName] by catching him alone...;;;;;;;;;x;;
seduceplot.8.a;It's now or never!;It's now or never!;It's now or never!;;It's now or never!;;;;;;;;;x;;
seduceplot.8.b;I lack the courage...;I lack the courage...;I lack the courage...;;I lack the courage...;;;;;;;;;x;;
seduceplot.9.desc;"I've observed the comings and going of the target of a particularly romantic plot, and think I can faciliate a ""private meeting"" for the two of them.";"I've observed the comings and going of the target of a particularly romantic plot, and think I can faciliate a ""private meeting"" for the two of them.";"I've observed the comings and going of the target of a particularly romantic plot, and think I can faciliate a ""private meeting"" for the two of them.";;"I've observed the comings and going of the target of a particularly romantic plot, and think I can faciliate a ""private meeting"" for the two of them.";;;;;;;;;x;;
seduceplot.9.a;Send a message to the plotter.;Send a message to the plotter.;Send a message to the plotter.;;Send a message to the plotter.;;;;;;;;;x;;
seduceplot.10.desc;[From.GetFirstName] has contacted me, saying [From.GetSheHe] believes that [From.GetSheHe] can help me meet the target of my plot privately...;[From.GetFirstName] has contacted me, saying [From.GetSheHe] believes that [From.GetSheHe] can help me meet the target of my plot privately...;[From.GetFirstName] has contacted me, saying [From.GetSheHe] believes that [From.GetSheHe] can help me meet the target of my plot privately...;;[From.GetFirstName] has contacted me, saying [From.GetSheHe] believes that [From.GetSheHe] can help me meet the target of my plot privately...;;;;;;;;;x;;
seduceplot.10.a;Time to enact this plot.;Time to enact this plot.;Time to enact this plot.;;Time to enact this plot.;;;;;;;;;x;;
seduceplot.10.b;"Tell [From.GetHerHim] ""not now.""";"Tell [From.GetHerHim] ""not now.""";"Tell [From.GetHerHim] ""not now.""";;"Tell [From.GetHerHim] ""not now.""";;;;;;;;;x;;
seduceplot.11.desc;I've picked the most beautiful flowers and composed a romantic ballad and I think I have an opportunity to seduce [Root.PlotTarget.GetTitledName] by catching her alone...;I've picked the most beautiful flower and composed a romantic ballad and I think I have an opportunity to seduce [Root.PlotTarget.GetTitledName] by catching her alone...;I've picked the most beautiful flower and composed a romantic ballad and I think I have an opportunity to seduce [Root.PlotTarget.GetTitledName] by catching her alone...;;I've picked the most beautiful flower and composed a romantic ballad and I think I have an opportunity to seduce [Root.PlotTarget.GetTitledName] by catching her alone...;;;;;;;;;x;;
seduceplot.11.a;It's now or never!;It's now or never!;It's now or never!;;It's now or never!;;;;;;;;;x;;
seduceplot.11.b;I lack the courage...;I lack the courage...;I lack the courage...;;I lack the courage...;;;;;;;;;x;;
seduceplot.12.desc;"I've observed the comings and going of the target of a particularly romantic plot, and think I can faciliate a ""private meeting"" for the two of them.";"I've observed the comings and going of the target of a particularly romantic plot, and think I can faciliate a ""private meeting"" for the two of them.";"I've observed the comings and going of the target of a particularly romantic plot, and think I can faciliate a ""private meeting"" for the two of them.";;"I've observed the comings and going of the target of a particularly romantic plot, and think I can faciliate a ""private meeting"" for the two of them.";;;;;;;;;x;;
seduceplot.12.a;Send a message to the plotter.;Send a message to the plotter.;Send a message to the plotter.;;Send a message to the plotter.;;;;;;;;;x;;
seduceplot.13.desc;[From.GetFirstName] has contacted me, saying [From.GetSheHe] believes that [From.GetSheHe] can help me meet the target of my plot privately...;[From.GetFirstName] has contacted me, saying [From.GetSheHe] believes that [From.GetSheHe] can help me meet the target of my plot privately...;[From.GetFirstName] has contacted me, saying [From.GetSheHe] believes that [From.GetSheHe] can help me meet the target of my plot privately...;;[From.GetFirstName] has contacted me, saying [From.GetSheHe] believes that [From.GetSheHe] can help me meet the target of my plot privately...;;;;;;;;;x;;
seduceplot.13.a;Time to enact this plot.;Time to enact this plot.;Time to enact this plot.;;Time to enact this plot.;;;;;;;;;x;;
seduceplot.13.b;"Tell [From.GetHerHim] ""not now.""";"Tell [From.GetHerHim] ""not now.""";"Tell [From.GetHerHim] ""not now.""";;"Tell [From.GetHerHim] ""not now.""";;;;;;;;;x;;
bastardevents.0.desc;My mother is asking my father to legitimize me.;My mother is asking my father to legitimize me.;My mother is asking my father to legitimize me.;;My mother is asking my father to legitimize me.;;;;;;;;;x;;
bastardevents.0.a;I wonder what he'll say.;I wonder what he'll say.;I wonder what he'll say.;;I wonder what he'll say.;;;;;;;;;x;;
bastardevents.1.desc;The mother of my bastard is asking me to legitimize him.;The mother of my bastard is asking me to legitimize him.;The mother of my bastard is asking me to legitimize him.;;The mother of my bastard is asking me to legitimize him.;;;;;;;;;x;;
bastardevents.1.a;Rebuff the absurd request!;Rebuff the absurd request!;Rebuff the absurd request!;;Rebuff the absurd request!;;;;;;;;;x;;
bastardevents.1.b;Grant the request and enable him to inherit.;Grant the request and enable him to inherit.;Grant the request and enable him to inherit.;;Grant the request and enable him to inherit.;;;;;;;;;x;;
bastardevents.2.desc;My father refused to legitimize me.;My father refused to legitimize me.;My father refused to legitimize me.;;My father refused to legitimize me.;;;;;;;;;x;;
bastardevents.2.a;Well, there are other ways...;Well, there are other ways...;Well, there are other ways...;;Well, there are other ways...;;;;;;;;;x;;
bastardevents.2.b;Maybe he'll change his mind if I work harder.;Maybe he'll change his mind if I work harder.;Maybe he'll change his mind if I work harder.;;Maybe he'll change his mind if I work harder.;;;;;;;;;x;;
bastardevents.2.c;It's okay, I didn't want to inherit anyway.;It's okay, I didn't want to inherit anyway.;It's okay, I didn't want to inherit anyway.;;It's okay, I didn't want to inherit anyway.;;;;;;;;;x;;
